acronym,administrative_territory_coverage,automatic_update,broadcast_mode,contact,contact_type,data_domain,description,environment,exposure_factor,exposure_factor_category,geographical_information_level,has_compliance,has_documentation,has_filter,has_missing_data,has_pricing,has_search_engine,is_geospatial_data,last_inserted,last_modification,last_updated,license_name,license_type,name,nature,organizations,other_access_points,projection_system,related_geographical_information,subthematic,temporal_scale,theme_category,update_frequency,url,year
ADES,France métropolitaine et DROM,,,ades@brgm.fr,email,Environnement,Données quantitatives (niveau des nappes) et qualitatives (concentration de nombreux paramètres) relatives aux eau􏰄 souterraines: 263 r􏰃seau􏰄 d􏰃clar􏰃s contenant 75954 points d􏰁eau comportant 4265 piézomètres et 72975 qualitomètres.,Eau,Polluants de l'eau,Polluants de l'eau,Site,False,False,True,False,False,True,True,2021-01-22T00:04:00.000Z,2021-01-22T00:04:00.000Z,,,,Banque nationale d'Accès aux Données sur les Eaux Souterraines,,BRGM,,,False,Eauxs souterraines,D|W,Environnement,Régulière,https://ades.eaufrance.fr/Recherche,"['variable', 'en cours']"
,France métropolitaine et DROM,,,sandre@sandre.eaufrance.fr,email,Référentiel,"Ce référentiel comporte les jeux de données géographiques suivants :- Entités hydrogéologiques de niveau 3 (local) ;- Polygones élémentaires délimitant chaque pile unique d'entités hydrogéologiques ;- Zones karstiques, zones caractérisées comme étant de milieu karstique ou alimentant des sources karstiques;- Zones altérites meubles, polygones d’extension des zones au sein desquelles la présence de formations géologiques altérées meubles (saprolite) a été mise en évidence ou est supposée.",Eau,,,LatitudeLongitude|1:50000,False,True,True,False,False,True,True,2021-01-19T00:04:00.000Z,2021-01-19T00:04:00.000Z,2019-01-01T00:01:00.000Z,Licence Ouverte Etalab,Attribution,BD Lisa,,BRGM,https://bdlisa.eaufrance.fr/telechargement,,False,Référentiel hydrogéologique français,None,Environnement,Annuelle,https://www.sandre.eaufrance.fr/atlas/srv/fre/catalog.search#/metadata/769f36e0-eb23-4014-ad63-fb468fcd7488,['']
,Région Île-de-France,,,demande@bruitparif.fr,email,Environnement,"Cartographies du bruit associé au trafic routier, au trafic aérien et au trafic ferroviaire selon les indicateurs Lden et Ln, carte des zones de dépassements des valeurs limites réglementaires, ainsi que statistiques associées d’exposition au bruit de la population.",,Bruit,Bruit,Maille 5mx5m,False,True,True,False,False,True,True,2021-01-20T00:04:00.000Z,2021-01-20T00:04:00.000Z,2019-01-17T00:06:00.000Z,Licence Ouverte Etalab,Attribution,Cartographie régionale du bruit en Île-de-France,Agents Physiques,Bruitparif,,,False,Cartographie du bruit associé aux trafics,None,Transports,Irrégulière,https://carto.bruitparif.fr/,"['2007', '2012, 2017']"
Kiwi,Région Île-de-France,,,kiwi@bruitparif.fr,email,Santé,"Niveaux et temps d’écoute individuels de musique au casque ou avec des écouteurs, matériel utilisé, autres sources d’exposition (fréquentation de lieux de diffusion de musique amplifiée, pratique musicale, jeux vidéo)",,Bruit,Bruit,Etablissement|Adresse,False,False,True,False,True,True,True,2021-01-21T00:04:00.000Z,2021-01-21T00:04:00.000Z,,Non renseigné,,Base de données des pratiques et niveaux d’exposition aux musiques amplifiées du jeune public,Agents Physiques,Bruitparif,,,False,Niveaux d'exposition aux musiques amplifiées du jeune publique,None,Santé,Non renseigné,https://www.bruitparif.fr/pages/Actualites/2016-12-06%20Bruitparif%20re%C3%A7oit%20le%20d%C3%A9cibel%20d'or/Dossier%20de%20pr%C3%A9sentation%20Kiwi.pdf,"['2015', 'en cours']"
,Région Île-de-France,,,demande@bruitparif.fr,email,Environnement,"Données de mesure et indicateurs de bruit (indicateurs énergétiques, indicateurs événementiels, indice grand public Harmonica) issus des stations permanentes de Bruitparif (plus de 50 stations permanentes) ainsi que des campagnes de mesure (plus de 600 mesures de court terme). Le nombre de sites de mesure est en progression constante.Liste des pics de bruit liés à des survols aéronefs sur les stations de mesure du bruit aéroportuaire (avec caractéristiques acoustiques associés)",,Bruit,Bruit,Site,False,False,True,False,False,True,True,2021-01-20T00:04:00.000Z,2021-01-20T00:04:00.000Z,,Non renseigné,,RUMEUR,Agents Physiques,Bruitparif,,,False,Mesures de bruit,H,Environnement,Non renseigné,https://rumeur.bruitparif.fr/,"['2009', 'en cours']"
CVI,France et DROM,,,,email,Environnement,"Le casier viticole informatisé (CVI) est un outil que les États membres de l'Union européenne doivent tenir obligatoirement. Il contient notamment toutes les informations relatives aux entreprises vitivinicoles, aux parcelles plantées ou arrachées, les niveaux de production et de stock.",Sols,Pesticides|biocides,Pesticides|biocides,Parcelle,True,True,False,False,True,True,True,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,,,,Casier viticole informatisé,,Direction générale des douanes et droits indirects,,,True,Parcelles vitivinicoles,None,Environnement,Non renseigné,,"['1998', 'en cours']"
,France métropolitaine,False,,contact-pont@valabre.com,email,Référentiel,Le carroyage DFCI est un maillage géographique utilisé en France par les acteurs de la Défense des forêts contre les incendies (DFCI).,Sols,Polluants de l'air|pesticides|NDVI,Polluants de l'air|pesticides|NDVI,Maille 2kmx2km,True,True,True,False,False,True,True,2021-01-01T00:04:00.000Z,2021-01-01T00:04:00.000Z,2016-01-01T00:06:00.000Z,Licence Ouverte Etalab,Attribution,Carroyage DFCI,,Entente Valabre,Géoportail,,False,Carroyage,None,Environnement,Irrégulière,https://www.data.gouv.fr/fr/datasets/carroyage-dfci-2-km/,['']
DDIE,France métropolitaine,False,,GEODERIS,email,Environnement,"Pour les mines dites ""métalliques"" : positionnement des dépôts, analyses chimique et NITON pour les dépôts les plus importants, positionnement des principaux enjeux. Regroupement des dépôts en secteurs. Classement de ces secteurs en fonction de l'impact sanitaire et environnemental potentiel des dépôts qu'ils contiennent. Les contours géographiques sont aussi disponibles pour certains dépôts. Pour les mines de charbon : uniquement positionnement et contourage des dépôts.",Sols|Air,Polluants du sol|polluants de l'air,Polluants du sol|polluants de l'air,,False,False,True,False,False,True,True,2021-01-09T00:03:00.000Z,2021-01-09T00:03:00.000Z,,Non renseigné,,Base DDIE,,MTES|BRGM|INERIS,MIMAUSA,,True,Inventaire des dépôts de résidus miniers,None,Environnement,Irrégulière,,"['2009', '2012']"
RMQS,France métropolitaine et DROM,False,, infosol@orleans.inra.fr/Nicolas Saby,email,Environnement,"Suivi de 2200 sites répartis uniformément sur le territoire français (métropole et outre-mer) selon une maille carrée de 16 km de côté ; Analyses physico-chimiques ; Eléments traces ; Occupations du sol ; Pratiques culturales; polluants organiques (HAP, Dioxines, furanes, PCB, pesticides organochlorés) ; analyses biologiques",Sols,Polluants du sol (composés organiques et métaux),Polluants du sol (composés organiques et métaux),Maille 16kmx16 km,True,True,True,False,False,True,True,2021-01-15T00:02:00.000Z,2021-01-15T00:02:00.000Z,,Licence CC0,,Réseau de Mesures de la Qualité des Sols (RMQS),,GIS SOL,INRAe|GIS Sol,,False,Qualité des sols,None,Environnement,Irrégulière,https://data.inrae.fr/dataset.xhtml?persistentId=doi:10.15454/UEZXBY,"['2001', 'en cours']"
BDETM,France métropolitaine,False,,infosol@inra.fr,email,Environnement,Analyses des teneurs en ETM réglementaires sur les terrains recevant des boues de station d'épuration urbaine. Les statistiques sont calculées sur des sous populations par tranche temporelle de 10 ans.,Sols,Polluants du sol (métaux),Polluants du sol (métaux),Point de mesure|Commune,True,True,True,False,False,True,True,2021-01-02T00:03:00.000Z,2021-01-02T00:03:00.000Z,2010-01-01T00:01:00.000Z,Licence CC-BY-NC-SA,Attribution|ViralEffect-ShareAlike|PublicDomain|NonCommercialUseOnly ,Base de Données Eléments Traces Métalliques (BDETM),,GIS SOL|ADEME|INRAE,INRAe|GIS Sol,,True,Qualité des sols,Y10,Environnement,Irrégulière,http://www.gissol.fr/donnees/donnees-de-la-bdetm-2873,"['1990', '2010']"
BDAT,France métropolitaine,False,,infosol@inra.fr,email,Environnement,"Avec la collaboration de laboratoires d’analyses de terre agréés par le ministère chargé de l’Agriculture, le Gis Sol met à disposition des résultats agrégés, issus du traitement des analyses de la BDAT (base de données des analyses de terre), soit plus de 2 millions d’échantillons d’horizons de surface de sols cultivés, prélevés en France entre 1990 et 2014. Ce sont ainsi plus de 26 millions de résultats d’analyses qui sont regroupées dans la base de données.",Sols,Polluants du sol (composés organiques et métaux),Polluants du sol (composés organiques et métaux),Canton,True,True,True,False,False,True,True,2021-01-02T00:03:00.000Z,2021-01-02T00:03:00.000Z,2014-01-01T00:01:00.000Z,Licence CC-BY-NC-SA,Attribution|ViralEffect-ShareAlike|PublicDomain|NonCommercialUseOnly ,Base de données d'analyse des terres (BDAT),,GIS SOL|ADEME|INRAE,INRAe|GIS Sol,,True,Qualité agronomique des sols,Y5,"Agriculture, pêche, sylviculture et alimentation",Irrégulière,http://www.gissol.fr/donnees/tableaux-de-donnees/donnees-de-la-bdat-3028,"['1990', '2004', '2014']"
BDCF,France métropolitaine,False,,infosol@orleans.inra.fr,email,Environnement,Teneur en carbone organique : Profils mesurés et géoréférencés contenant une information sur la teneur en carbone des sols,Sols,,,Point de mesure,True,True,True,True,False,True,True,2021-01-05T00:03:00.000Z,2021-01-05T00:03:00.000Z,,Non renseigné,,Base de Données Carbone France,,GIS SOL|INRAE,,,False,Propriétés physico-chimiques des sols et occupation des terres,None,Environnement,Irrégulière,/,"['1965', '1998']"
BDGSF,France métropolitaine,False,,infosol@orleans.inra.fr,email,Environnement,"Type de sol : processus pédologiques responsables de la différenciation des sols, c'est-à-dire la brunification, le lessivage, la podzolisation, l'hydromorphie, etc.",Sols,Polluants du sol (composés organiques et métaux),Polluants du sol (composés organiques et métaux),UCS|UTS|1:1 000 000,True,True,True,False,False,True,True,2021-01-05T00:03:00.000Z,2021-01-05T00:03:00.000Z,,Licence Ouverte Etalab,Attribution,Base de données géographiques des sols de France,,GIS SOL|INRAE,https://data.inrae.fr/dataset.xhtml?persistentId=doi:10.15454/BPN57S,,False,Connaissance du paysage pédologique,None,Environnement,Irrégulière,https://esdac.jrc.ec.europa.eu/resource-type/european-soil-database-soil-properties,"['1995', '']"
Donesol IGCS,France métropolitaine,,,infosol@orleans.inra.fr,email,Environnement,"Le programme IGCS (Inventaire, Gestion et conservation des sols) vise à identifier, définir et localiser les principaux types de sols d'une région ou d'un territoire, et à caractériser leurs propriétés présentant un intérêt pour l'agriculture et pour l'environnement. Les informations produites sont stockées dans la base de données nationale DONESOL.",Sols,Polluants des sols,Polluants des sols,Point de mesure|Plage cartographique|Coordonnées xy,True,False,True,False,True,True,True,2021-01-09T00:03:00.000Z,2021-01-09T00:03:00.000Z,,Non renseigné,,Inventaire de la nature des sols et de leur distribution spatiale,,GIS SOL|INRAE,https://data.inrae.fr/dataverse/igcs,Lambert93|WGS84,False,Inventaire et cartographie des sols,Y|Y10,Environnement,,https://dw3.gissol.fr/login,"['1992', 'en cours']"
,France métropolitaine et DROM,,Portail|API,Ifremer,email,Environnement,"Paramètres physiques, chimiques et biologiques de description de l'environnement du littoral français, Plus de 1500 paramètres en base en 2018. Paramètres suivis : Contaminants chimiquesHydrologiePhytoplanctonBenthos de substrats meublesBenthos de substrat dur - CorailBenthos de substrat dur - Poisson",Eaux,Polluants de l'eau,Polluants de l'eau,Site,False,False,True,False,False,True,True,2021-01-22T00:04:00.000Z,2021-01-22T00:04:00.000Z,,Non renseigné,,Quadrige 2,,IFREMER,,,False,Qualité des eaux littorales,Variable,Environnement,Régulière,https://quadrige.eaufrance.fr/Acces-aux-donnees/Surval/Donnees-par-parametre#/map,"['1974', 'en cours']"
OCS GE,France métropolitaine et DROM,False,,contact.geoservices@ign.fr,email,Environnement,"Visualisation des zones de prairie, taux d’imperméabilité du sol, en France métropolitaine et dans les départements et régions d’outre-mer (DROM). Version de 2015 et de résolution 20 mètres.",Sols,Polluants du sol|pesticides,Polluants du sol|pesticides,Coordonnées xy,True,True,True,True,False,True,True,2021-01-22T00:03:00.000Z,2021-01-22T00:03:00.000Z,2019-01-01T00:11:00.000Z,Licence Ouverte Etalab,Attribution,Occupation du sol à grande échelle,,IGN,Géoportail,Lambert93|UTM,False,Occupation des sols,None,Environnement,Irrégulière,https://geoservices.ign.fr/documentation/diffusion/telechargement-donnees-libres.html#ocs-ge,['']
,France métropolitaine,False,,GIS Sol / RMT,email,Environnement,Représentation des différents types de sols dominants en France métropolitaine.,Sols,Polluants du sol,Polluants du sol,UCS|UTS|1:1 000 000,True,False,True,False,False,True,True,2021-01-01T00:04:00.000Z,2021-01-01T00:04:00.000Z,2020-01-01T00:02:00.000Z,Licence Ouverte Etalab,Attribution,Cartes des sols métropolitains,,IGN,,,False,Occupation des sols,None,Environnement,Irrégulière,https://www.geoportail.gouv.fr/donnees/carte-des-sols,['']
,France métropolitaine,False,,inao-bddc@inao.gouv.fr,email,Environnement,Représentation des délimitations parcellaires des appellations d’origine contrôlée (AOC) viticoles sur la France métropolitaine.,Sols,Pesticides|biocide|NDVI,Pesticides|biocide|NDVI,Commune|Parcelles,True,True,True,True,False,True,True,2021-01-01T00:04:00.000Z,2021-01-01T00:04:00.000Z,2020-01-01T00:12:00.000Z,Licence Ouverte Etalab,Attribution,Délimitations parcellaires AOC viticoles (INAO),,IGN,Géoportail,,False,Délimitations des parcelles viticoles,None,"Agriculture, pêche, sylviculture et alimentation",Irrégulière,https://www.data.gouv.fr/fr/datasets/delimitation-parcellaire-des-aoc-viticoles-de-linao/,['']
,France et DROM,False,,sav.bd@ign.fr,email,Référentiel,Localisation des adresses sur tout le territoire national.,Sols,Indicateurs socio-démographiques,Indicateurs socio-démographiques,LatitudeLongitude,True,True,True,False,False,True,True,2021-01-01T00:04:00.000Z,2021-01-01T00:04:00.000Z,,Licence Ouverte Etalab,Attribution,Adresses,,IGN,,Lambert93|UTM,False,Adresses,None,Régions et villes,Irrégulière,https://geoservices.ign.fr/documentation/diffusion/telechargement-donnees-libres.html#adresse-premium,['']
,France et DROM,,,sav.bd@ign.fr,email,Référentiel,Contours géométriques des zones définies par l’INSEE pour les besoins des recensements sur l’ensemble des communes de plus de 10 000 habitants et la plupart des communes de 5 000 à 10 000 habitants.,Sols,Indicateurs socio-démographiques,Indicateurs socio-démographiques,LatitudeLongitude,True,True,True,False,False,True,True,2021-01-01T00:04:00.000Z,2021-01-01T00:04:00.000Z,2020-01-01T00:01:00.000Z,Licence Ouverte Etalab,Attribution,Contours IRIS,,IGN,,Lambert93|UTM,False,Contours géométriques des IRIS,None,Régions et villes,Annuelle,https://geoservices.ign.fr/documentation/diffusion/telechargement-donnees-libres.html#contoursiris,"['2014', '2020']"
ADMIN EXPRESS,France et DROM,False,,sav.bd@ign.fr,email,Référentiel,"Limites administratives des collectivités territoriales, mises à jour en continu.Régions, départements, cantons, communes, arrondissements (pour Paris, Lyon et Marseille) et établissements publics de coopération intercommunale (EPCI).",Sols,Indicateurs socio-démographiques,Indicateurs socio-démographiques,LatitudeLongitude,True,False,True,False,False,True,True,2021-01-02T00:04:00.000Z,2021-01-02T00:04:00.000Z,2021-01-01T00:02:00.000Z,Licence Ouverte Etalab,Attribution,Limites administratives,,IGN,Géoportail|DataGouv,Lambert93|WGS84|UTM,False,Limites administratives,None,Régions et villes,Mensuelle,https://geoservices.ign.fr/documentation/diffusion/telechargement-donnees-libres.html#admin-express,"['2017', 'en cours']"
BD Carto,France et DROM|Saint-Martin|Saint-Barthélémy,False,,sav.bd@ign.fr,email,Environnement,Fond cartographique proposé par l’Institut national de l’information géographique et forestière (IGN).,Sols,Indicateurs socio-démographiques,Indicateurs socio-démographiques,LatitudeLongitude,True,True,True,False,False,True,True,2021-01-02T00:04:00.000Z,2021-01-02T00:04:00.000Z,2020-01-01T00:10:00.000Z,Licence Ouverte Etalab,Attribution,Carte IGN,,IGN,Géoportail,Lambert93|UTM,False,Fond cartographique,None,Régions et villes,Irrégulière,https://geoservices.ign.fr/documentation/diffusion/telechargement-donnees-libres.html#bd-carto,['Non renseigné']
BD Topo,France et DROM|Saint-Martin|Saint-Barthélémy|Saint-Pierre-et-Miquelon,False,,sav.bd@ign.fr,email,Environnement,"La carte topographique représente avec précision le relief, symbolisé par des courbes de niveaux, ainsi que les détails du terrain : routes, sentiers, constructions, bois, arbres isolé, rivières, sources…",Sols,Indicateurs socio-démographiques,Indicateurs socio-démographiques,LatitudeLongitude,True,True,True,False,False,True,True,2021-01-02T00:04:00.000Z,2021-01-02T00:04:00.000Z,2021-01-01T00:10:00.000Z,Licence Ouverte Etalab,Attribution,Carte topographique IGN,,IGN,Géoportail|DataGouv,Lambert93|WGS84|UTM,False,Carte des reliefs,None,Régions et villes,Irrégulière,https://geoservices.ign.fr/documentation/diffusion/telechargement-donnees-libres.html#bd-topo,['Non renseigné']
PEB,France métropolitaine,False,,,email,Environnement,Le PEB est un document graphique à l’échelle du 1/25000ème qui délimite quatre zones de gêne quantifiée par l’indice Level day evening night (Lden).,,Bruit,Bruit,1:25000,False,False,False,False,False,True,True,2021-01-01T00:04:00.000Z,2021-01-01T00:04:00.000Z,2020-01-01T00:01:00.000Z,Non renseigné,,Plan d’exposition au bruit,Agents Physiques,IGN,,,False,Bruit,None,Transports,Irrégulière,https://www.geoportail.gouv.fr/donnees/plan-dexposition-au-bruit-peb,['']
,,,,,email,,,,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,,False,False,False,False,False,False,False,,,,,,BD Ortho,,IGN,,,,,Non renseigné,,,,['']
,,,,,email,,,,,,,False,False,False,False,False,False,False,,,,,,Plan IGN,,IGN,,,,,Non renseigné,,,,['']
MERA,France métropolitaine,False,,stephane.sauvage@mines-douai.fr,email,Environnement,"Dépôts atmosphériques (composés inorganiques majeurs, métaux lourds, HAP), les composés gazeux (O3, NO2, Composés Organiques Volatils) et particulaires (gravimétrie des PM10 et PM2,5, métaux lourds et HAP dans les PM10, spéciation des PM2,5) et les paramètres météorologique",Air,Polluants de l’air,Polluants de l’air,Point de mesure,True,True,True,False,False,True,True,2021-01-09T00:03:00.000Z,2021-01-09T00:03:00.000Z,,Non renseigné,,Observatoire national de Mesure et d’Evaluation en zone Rurale de la pollution Atmosphérique à longue distance,,IMT Nord Europe,,,False,Qualité de l’air : pollution atmosphérique,Variable,Environnement,Annuelle,http://ebas.nilu.no/,"['1990', 'en cours']"
INS,France métropolitaine et DROM,,,INERIS,email,Environnement,"Acidification, eutrophisation, effet de serre, ETM, POP, HAP, Poussières. Classés par catégorie. Au total 641 substances.",Air,Polluants de l'air,Polluants de l'air,Région|Département|Commune|Maille 1kmx1km,False,True,True,False,False,True,True,2021-01-09T00:03:00.000Z,2021-01-09T00:03:00.000Z,,Non renseigné,,Inventaire National Spatialisé des émissions atmosphériques,,INERIS,,,True,"Emissions atmosphériques des secteurs de l'industrie, du transport, tertiaire et agricole",H|D|M|Y,Environnement,Régulière,http://emissions-air.developpement-durable.gouv.fr/index.html,"['2004', '2007', '2012']"
INTAIRIEU R,France métropolitaine et DROM,,,INERIS,email,Environnement,"Description générale de l'établissement (type de construction, ventilation,...), prélèvements et résultats d'analyse correspondants sur les substances visées par le décret du 05 janvier 2012",Air,Polluants de l'air intérieur,Polluants de l'air intérieur,Etablissement|Adresse,False,True,True,False,False,True,True,2021-01-09T00:03:00.000Z,2021-01-09T00:03:00.000Z,,Non renseigné,,Surveillance de la qualité de l'air dans les établissements recevant du public,,INERIS,,,False,Qualité de l'air dans les établissements recevant du public,Non renseigné,Santé,6M/Y7,https://surveillance-air-interieur.ineris.fr/,"['2014', 'en cours']"
PLAINE,France métropolitaine,False,,INERIS,email,Environnement,"Construction des cartes environnementales et d’exposition des atlas régionaux réalisées pour quatre Eléments Traces Métalliques (ETM) (Cd, Cr, Ni, Pb) et HAP",Sols,,,Région,False,True,True,False,False,True,True,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,,Non renseigné,,Atlas régionaux des inégalités environnementales,,INERIS,,,False,Indicateurs d'exposition spatialisés agrégés et combinés,None,Environnement,Irrégulière,https://www.ineris.fr/fr/dossiers-thematiques/tous-dossiers-thematiques/inegalites-environnementales/atlas,"['2009', 'en cours']"
,France métropolitaine,False,,prevair@ineris.fr,email,Environnement,"Système opérationel de prévision de la qualité de l'air. Modélisation des concentrations d'ozone, NO2, PM10, PM2.5, en moyenne journalière et en pics horaires sur l'Europe et la France",Air,Polluants de l'air,Polluants de l'air,LatitudeLongitude,True,True,False,False,False,True,True,2021-01-22T00:03:00.000Z,2021-01-22T00:03:00.000Z,2021-01-22T00:03:00.000Z,Licence Ouverte Etalab,Attribution,PREV'AIR,,INERIS,,,True,Qualité de l'air,D,Environnement,Quotidienne,https://www.data.gouv.fr/fr/datasets/mise-a-disposition-de-donnees-de-qualite-de-lair-sur-la-france-www-prevair-org-1/#_,"['02/2021', '03/2021']"
,Non renseigné,,,,email,Environnement,"The XENAIR project will investigate the association of breast cancer risk (overall and by hormone receptor status) with chronic exposure to selected air pollutants, including particulate matter, nitrogen dioxide (NO2), ozone (O3), BaP, dioxins, PCB-153, and cadmium. Une convention a été élaborée par ATMO France avec le Centre de recherche Léon Bérard afin de valoriser les données issues de Gazel Air dans le cadre du projet Xenair, financé par la Fondation ARC pour la recherche sur le cancer.",Air,Polluants de l'air,Polluants de l'air,Non renseigné,False,False,True,False,True,True,True,2021-01-22T00:04:00.000Z,2021-01-22T00:04:00.000Z,,Non renseigné,,Xenair,,INERIS,,,False,Qualité de l’air : pollution atmosphérique,Non renseigné,Environnement,Non renseigné,,['Non renseigné']
,France métropolitaine,,,IRSN,email,Environnement,"Localisation des sites miniers, données disponibles sur les sites miniers (fiches de synthèse, fiches détaillées)",Sols,Pollutions du sol,Pollutions du sol,Point de mesure,True,True,True,False,False,True,True,2021-01-09T00:03:00.000Z,2021-01-09T00:03:00.000Z,2019-01-19T00:06:00.000Z,Non renseigné,,Mimausa,,IRSN,,,False,Anciens sites miniers français d'uranium,None,Environnement,Régulière,https://mimausabdd.irsn.fr/,"['2003', 'en cours']"
,France et DROM,False,,IRSN,email,Environnement,Mesure en continu dans les eaux usées,,Radioactivité,Radioactivité,Site|Commune,False,True,True,False,False,True,True,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,2021-01-29T00:02:00.000Z,Non renseigné,,Hydrotéléray,Agents Physiques,IRSN,,,True,Radioactivité,M,Environnement,Mensuelle,https://www.mesure-radioactivite.fr/#/ (RNM),"['1991', 'en cours']"
,France et DROM,False,,IRSN,email,Environnement,Rayonnement gamma dans l'air ambiant,,Radioactivité,Radioactivité,Site|Commune,False,True,True,False,False,True,True,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,2021-01-29T00:02:00.000Z,Non renseigné,,Téléray,Agents Physiques,IRSN,https://remon.jrc.ec.europa.eu/ (Remon)http://teleray.irsn.fr/#mappage&ui-state=dialog,,True,Rayonnements ionisants,D,Environnement,Temps réel,https://www.mesure-radioactivite.fr/#/ (RNM),"['1993', 'en cours']"
,France métropolitaine et DROM-COM,False,,IRSN,email,Environnement,Cartographie des zones sur lesquelles la présence de radon à des concentrations élevées dans les bâtiments est la plus probable.,,Radioactivité,Radioactivité,1:1000 000|Commune,True,True,True,False,False,True,True,2021-01-04T00:03:00.000Z,2021-01-04T00:03:00.000Z,2019-01-01T00:05:00.000Z,Licence Ouverte Etalab,Attribution,Cartographie du potentiel radon des formations géologiques,Agents Physiques,IRSN|ASN,Portail de l'IRSN,,True,Radon émis par les formations géologiques,Variable,Environnement,Irrégulière,https://www.data.gouv.fr/fr/datasets/connaitre-le-potentiel-radon-de-ma-commune/#_,"['2008', 'en cours']"
,France et DROM,False,,Virginie Schwartz,email,Environnement,"Données d'observations issues des messages en code synoptique international d’observation en surface (SYNOP) circulant sur le système mondial de télécommunication (SMT) de l’Organisation météorologique mondiale (OMM). Paramètres atmosphériques mesurés (température, humidité, direction et force du vent, pression atmosphérique, hauteur de précipitations) ou observés  (temps sensible, description des nuages, visibilité) depuis la surface terrestre. Selon instrumentation et spécificités locales, d'autres paramètres peuvent être disponibles (hauteur de neige, état du sol, etc.)",Air,Facteurs météorologiques|polluants de l'air,Facteurs météorologiques|polluants de l'air,Point de mesure,True,True,True,False,True,True,True,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,Non renseigné,,Données SYNOP,,Météo France,,,True,Météorologie,H,Environnement,Temps réel,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=91&id_rubrique=32,['en cours']
,France et DROM,False,,Virginie Schwartz,email,Environnement,"Données climatologiques de toutes les stations françaises depuis leur ouverture, pour tous les paramètres disponibles. Ces données ont subi un contrôle climatologique. L'accès à toute la profondeur de la base de données est possible, avec une très vaste gamme de paramétrisation.",Air,Facteurs météorologiques,Facteurs météorologiques,Point de mesure,True,True,True,False,True,True,True,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,Non renseigné,,Données horaires,,Météo France,,,False,Climatologie,H,Environnement,Temps réel,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=110&id_rubrique=37#,['en cours']
,France et DROM,False,,Virginie Schwartz,email,Environnement,"Résultats du modèle francais de prévision de composition chimique et de transports atmosphériques (MOCAGE Qualité de l'Air) sous forme de champs de prévisions en points de grille pour 120 espèces gazeuses (Ozone, CO, CO2, U.V. etc.) et 4 aérosols (carbonés, désertiques, anthropiques et marins). Paramètres, niveaux, échéances et domaines paramétrables selon diverses résolutions et échéances de 12 h à 108 h par pas de 1h, 3h ou 6h sur le monde (forçage par un modéle global), ou la France (forçage par un modéle à aire limité)",Air,Polluants de la intérieur,Polluants de la intérieur,LatitudeLongitude,True,True,True,False,True,True,True,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,Licence Ouverte Etalab,Attribution,Modèle global de chimie atmosphérique et de transport,,Météo France,,,False,Prévision de la chimie atmosphérique et transport,H|H3,Environnement,Quotidienne,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=200&id_rubrique=42,['en cours']
,France et DROM,False,,Virginie Schwartz,email,Environnement,"Champs de prévision en points de grille régulière sur différents domaines géographiques issus du modèle de prévision atmosphérique global français Arpege. Données probabilistes constituées de l'ensemble des 35 runs de prévision déterministe à courte échéance. Paramètres, niveaux, échéances et sous-domaines paramétrables selon diverses résolutions et échéances jusqu'à H+108 h maximum par pas de 3 ou 6 h selon le domaine géographique",Air,Facteurs météorologiques|polluants de l'air,Facteurs météorologiques|polluants de l'air,LatitudeLongitude,True,True,True,False,True,True,True,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,Licence Ouverte Etalab,Attribution,Données de modèle de prévision d'ensemble ARPEGE,,Météo France,,,False,Prévision atmosphérique,H3|H6,Environnement,H12,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=199&id_rubrique=42,"['2004', 'en cours']"
,France et DROM,False,,Virginie Schwartz,email,Environnement,"Champs d'analyse et de prévision en points de grille issus du modèle de prévision atmosphérique français Arpège sur une grille globale à résolution 2°5. Les données sont réactualisées deux fois par jour, et disponibles jusqu'à 4 jours d’échéance de prévision, par pas de 24 h, au niveau de la mer, 850 et 500 hectopascals (environ 1500 et 5500 mètres d'altitude).",Air,Facteurs météorologiques|polluants de l'air,Facteurs météorologiques|polluants de l'air,LatitudeLongitude,True,True,True,False,False,True,True,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,Licence Ouverte Etalab,Attribution,Données de modèle Arpège essentielles OMM,,Météo France,,,False,Prévision atmosphérique,D,Environnement,H12,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=201&id_rubrique=42,['en cours']
