acronym,administrative_territory_coverage,automatic_update,broadcast_mode,contact,contact_type,data_domain,description,environment,exposure_factor,exposure_factor_category,geographical_information_level,has_compliance,has_documentation,has_filter,has_missing_data,has_pricing,has_search_engine,is_geospatial_data,last_inserted,last_modification,last_updated,license_name,license_type,name,nature,organizations,other_access_points,projection_system,related_geographical_information,subthematic,temporal_scale,theme_category,update_frequency,url,year
,France et DROM,,,sav.bd@ign.fr,email,,,Sols,Socio-demographic indicators,Socio-demographic indicators,LatitudeLongitude,True,True,True,False,False,True,True,2021-01-01T00:04:00.000Z,2021-01-01T00:04:00.000Z,2020-01-01T00:01:00.000Z,,Attribution,Contours IRIS,,IGN,,Lambert93|UTM,False,Geometric Contours of IRIS,None,,Annual,https://geoservices.ign.fr/documentation/diffusion/telechargement-donnees-libres.html#contoursiris,"['2014', '2020']"
ADMIN EXPRESS,France et DROM,False,,sav.bd@ign.fr,email,,,Sols,Socio-demographic indicators,Socio-demographic indicators,LatitudeLongitude,True,False,True,False,False,True,True,2021-01-02T00:04:00.000Z,2021-01-02T00:04:00.000Z,2021-01-01T00:02:00.000Z,,Attribution,Limites administratives,,IGN,Géoportail|DataGouv,Lambert93|WGS84|UTM,False,Administrative limitations,None,,Monthly,https://geoservices.ign.fr/documentation/diffusion/telechargement-donnees-libres.html#admin-express,"['2017', 'en cours']"
BD Carto,France et DROM|Saint-Martin|Saint-Barthélémy,False,,sav.bd@ign.fr,email,,,Sols,Socio-demographic indicators,Socio-demographic indicators,LatitudeLongitude,True,True,True,False,False,True,True,2021-01-02T00:04:00.000Z,2021-01-02T00:04:00.000Z,2020-01-01T00:10:00.000Z,,Attribution,Carte IGN,,IGN,Géoportail,Lambert93|UTM,False,Cartographic background,None,,Irregular,https://geoservices.ign.fr/documentation/diffusion/telechargement-donnees-libres.html#bd-carto,['Non renseigné']
BD Topo,France et DROM|Saint-Martin|Saint-Barthélémy|Saint-Pierre-et-Miquelon,False,,sav.bd@ign.fr,email,,,Sols,Socio-demographic indicators,Socio-demographic indicators,LatitudeLongitude,True,True,True,False,False,True,True,2021-01-02T00:04:00.000Z,2021-01-02T00:04:00.000Z,2021-01-01T00:10:00.000Z,,Attribution,Carte topographique IGN,,IGN,Géoportail|DataGouv,Lambert93|WGS84|UTM,False,Map of reliefs,None,,Irregular,https://geoservices.ign.fr/documentation/diffusion/telechargement-donnees-libres.html#bd-topo,['Non renseigné']
PEB,France métropolitaine,False,,,email,,,,Bruit,Bruit,1:25000,False,False,False,False,False,True,True,2021-01-01T00:04:00.000Z,2021-01-01T00:04:00.000Z,2020-01-01T00:01:00.000Z,,,Plan d’exposition au bruit,,IGN,,,False,Bruit,None,,Irregular,https://www.geoportail.gouv.fr/donnees/plan-dexposition-au-bruit-peb,['']
,,,,,email,,,,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,,False,False,False,False,False,False,False,,,,,,BD Ortho,,IGN,,,,,Non renseigné,,,,['']
,,,,,email,,,,,,,False,False,False,False,False,False,False,,,,,,Plan IGN,,IGN,,,,,Non renseigné,,,,['']
MERA,France métropolitaine,False,,stephane.sauvage@mines-douai.fr,email,,,Air,Air pollutants,Air pollutants,Measuring point,True,True,True,False,False,True,True,2021-01-09T00:03:00.000Z,2021-01-09T00:03:00.000Z,,,,Observatoire national de Mesure et d’Evaluation en zone Rurale de la pollution Atmosphérique à longue distance,,IMT Nord Europe,,,False,Air quality: air pollution,Variable,,Annual,http://ebas.nilu.no/,"['1990', 'en cours']"
INS,France métropolitaine et DROM,,,INERIS,email,,,Air,Air pollutants,Air pollutants,Region|Department|Commune|Maille 1kmx1km,False,True,True,False,False,True,True,2021-01-09T00:03:00.000Z,2021-01-09T00:03:00.000Z,,,,Inventaire National Spatialisé des émissions atmosphériques,,INERIS,,,True,"Air emissions from industry, transport, tertiary and agricultural sectors",H|D|M|Y,,Regular,http://emissions-air.developpement-durable.gouv.fr/index.html,"['2004', '2007', '2012']"
INTAIRIEU R,France métropolitaine et DROM,,,INERIS,email,,,Air,Internal air pollutants,Internal air pollutants,Establishment|Address,False,True,True,False,False,True,True,2021-01-09T00:03:00.000Z,2021-01-09T00:03:00.000Z,,,,Surveillance de la qualité de l'air dans les établissements recevant du public,,INERIS,,,False,Air quality in institutions receiving public,Non renseigné,,6M/Y7,https://surveillance-air-interieur.ineris.fr/,"['2014', 'en cours']"
PLAINE,France métropolitaine,False,,INERIS,email,,,Sols,,,Region,False,True,True,False,False,True,True,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,,,,Atlas régionaux des inégalités environnementales,,INERIS,,,False,Aggregate and combined spatial exposure indicators,None,,Irregular,https://www.ineris.fr/fr/dossiers-thematiques/tous-dossiers-thematiques/inegalites-environnementales/atlas,"['2009', 'en cours']"
,France métropolitaine,False,,prevair@ineris.fr,email,,,Air,Air pollutants,Air pollutants,LatitudeLongitude,True,True,False,False,False,True,True,2021-01-22T00:03:00.000Z,2021-01-22T00:03:00.000Z,2021-01-22T00:03:00.000Z,,Attribution,PREV'AIR,,INERIS,,,True,Air quality,D,,Daily,https://www.data.gouv.fr/fr/datasets/mise-a-disposition-de-donnees-de-qualite-de-lair-sur-la-france-www-prevair-org-1/#_,"['02/2021', '03/2021']"
,Non renseigné,,,,email,,,Air,Air pollutants,Air pollutants,No information,False,False,True,False,True,True,True,2021-01-22T00:04:00.000Z,2021-01-22T00:04:00.000Z,,,,Xenair,,INERIS,,,False,Air quality: air pollution,Non renseigné,,No information,,['Non renseigné']
,France métropolitaine,,,IRSN,email,,,Sols,Soil pollution,Soil pollution,Measuring point,True,True,True,False,False,True,True,2021-01-09T00:03:00.000Z,2021-01-09T00:03:00.000Z,2019-01-19T00:06:00.000Z,,,Mimausa,,IRSN,,,False,Former French uranium mining sites,None,,Regular,https://mimausabdd.irsn.fr/,"['2003', 'en cours']"
,France et DROM,False,,IRSN,email,,,,Radioactivity,Radioactivity,Site|Commune,False,True,True,False,False,True,True,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,2021-01-29T00:02:00.000Z,,,Hydrotéléray,,IRSN,,,True,Radioactivity,M,,Monthly,https://www.mesure-radioactivite.fr/#/ (RNM),"['1991', 'en cours']"
,France et DROM,False,,IRSN,email,,,,Radioactivity,Radioactivity,Site|Commune,False,True,True,False,False,True,True,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,2021-01-29T00:02:00.000Z,,,Téléray,,IRSN,https://remon.jrc.ec.europa.eu/ (Remon)http://teleray.irsn.fr/#mappage&ui-state=dialog,,True,Ionizing radiation,D,,Real time,https://www.mesure-radioactivite.fr/#/ (RNM),"['1993', 'en cours']"
,France métropolitaine et DROM-COM,False,,IRSN,email,,,,Radioactivity,Radioactivity,1:1000 000|Commune,True,True,True,False,False,True,True,2021-01-04T00:03:00.000Z,2021-01-04T00:03:00.000Z,2019-01-01T00:05:00.000Z,,Attribution,Cartographie du potentiel radon des formations géologiques,,IRSN|ASN,Portail de l'IRSN,,True,Radon emitted by geological formations,Variable,,Irregular,https://www.data.gouv.fr/fr/datasets/connaitre-le-potentiel-radon-de-ma-commune/#_,"['2008', 'en cours']"
,France et DROM,False,,Virginie Schwartz,email,,,Air,Weather factors|air pollutants,Weather factors|air pollutants,Measuring point,True,True,True,False,True,True,True,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,,,Données SYNOP,,Météo France,,,True,Weather,H,,Real time,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=91&id_rubrique=32,['en cours']
,France et DROM,False,,Virginie Schwartz,email,,,Air,Weather factors,Weather factors,Measuring point,True,True,True,False,True,True,True,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,,,Données horaires,,Météo France,,,False,Climate,H,,Real time,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=110&id_rubrique=37#,['en cours']
,France et DROM,False,,Virginie Schwartz,email,,,Air,Internal pollutants,Internal pollutants,LatitudeLongitude,True,True,True,False,True,True,True,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,,Attribution,Modèle global de chimie atmosphérique et de transport,,Météo France,,,False,Air chemistry and transport forecast,H|H3,,Daily,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=200&id_rubrique=42,['en cours']
,France et DROM,False,,Virginie Schwartz,email,,,Air,Weather factors|air pollutants,Weather factors|air pollutants,LatitudeLongitude,True,True,True,False,True,True,True,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,,Attribution,Données de modèle de prévision d'ensemble ARPEGE,,Météo France,,,False,Air forecast,H3|H6,,H12,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=199&id_rubrique=42,"['2004', 'en cours']"
,France et DROM,False,,Virginie Schwartz,email,,,Air,Weather factors|air pollutants,Weather factors|air pollutants,LatitudeLongitude,True,True,True,False,False,True,True,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,,Attribution,Données de modèle Arpège essentielles OMM,,Météo France,,,False,Air forecast,D,,H12,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=201&id_rubrique=42,['en cours']
,France et DROM-COM,False,,Virginie Schwartz,email,,,Air,Weather factors|air pollutants,Weather factors|air pollutants,LatitudeLongitude,True,True,True,False,True,True,True,2021-01-31T00:03:00.000Z,2021-01-31T00:03:00.000Z,,,Attribution,Données de modèle atmosphérique à aire limitée,,Météo France,,,False,Air forecast,H|H3,,H12,https://donneespubliques.meteofrance.fr/?fond=produit&id_produit=238&id_rubrique=42,"['mars 2012', 'en cours']"
,France métropolitaine et DROM,False,,Direction de la prévention des pollutions et des risques,email,,,Sols,Soil pollutants (organic compounds and metals),Soil pollutants (organic compounds and metals),Measuring point|Address|Xy coordinates,True,True,True,False,False,True,True,2021-01-11T00:02:00.000Z,2021-01-11T00:02:00.000Z,,,Attribution,BASOL,,MTES,DataGouv|Géorisque,Lambert93|Lambert2 étendu,False,Polluted sites and soils,None,,Irregular,https://www.georisques.gouv.fr/articles-risques/basol#acces-aux-donnees-,"['1992', 'en cours']"
SISE-Eaux,France métropolitaine et DROM,False,,DGS,email,,,Water,Drinking water pollutants,Drinking water pollutants,Measuring point|Xy coordinates,True,False,False,False,False,True,True,2021-01-15T00:02:00.000Z,2021-01-15T00:02:00.000Z,2021-01-01T00:01:00.000Z,,Attribution,Système d'information en Santé-Environnement sur les Eaux,,DGS / Ministère de la Santé et des Solidarités,https://www.data.gouv.fr/fr/datasets/resultats-du-controle-sanitaire-de-leau-distribuee-commune-par-commune/#_,,True,Water quality,None,,Semi-annual,https://ades.eaufrance.fr/Recherche,"['1994', 'en cours']"
,France métropolitaine et DROM,False,,MTES,email,,,Water,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Measuring point|Xy coordinates|Code INSEE,True,True,True,False,False,True,True,2021-01-15T00:02:00.000Z,2021-01-15T00:02:00.000Z,2012-01-01T00:01:00.000Z,,Attribution,Pesticides dans les eaux souterraines,,MTES,ADES,,True,Groundwater pollution,Y,,Annual,,"['2007', '2012']"
,,False,,MTES,email,,,,Pesticides|biocides|NDVI|metal,Pesticides|biocides|NDVI|metal,,True,True,True,False,False,True,True,2021-01-15T00:02:00.000Z,2021-01-15T00:02:00.000Z,2018-01-01T00:10:00.000Z,,Attribution,Produits Biocides,,MTES,,,False,Biocides,None,,Irregular,https://www.data.gouv.fr/fr/datasets/produits-biocides-30381961/,['N/A']
IREP,France métropolitaine et DROM,False,,georisques@developpement-durable.gouv.fr,email,,,Sols|Water|Air,,,Site|Xy coordinates,False,True,True,False,False,True,True,2021-01-15T00:02:00.000Z,2021-01-15T00:02:00.000Z,2021-01-01T00:01:00.000Z,,Attribution,Registre Français des émissions polluantes,,MTES,Géorisques,,False,Pollutant emissions and wastes,None,,Irregular,https://www.data.gouv.fr/fr/datasets/registre-francais-des-emissions-polluantes/#_,"['2003', 'en cours']"
CLC,France métropolitaine et DROM,False,,http://www.statistiques.developpement-durable.gouv.fr/n ous-contacter.html,email,,,,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,25 ha|1:100000,False,True,True,False,False,True,True,2021-01-12T00:02:00.000Z,2021-01-12T00:02:00.000Z,2018-01-01T00:01:00.000Z,,Attribution,CORINE Land Cover,,SDES / MTES,DataGouv|Géoportail,,False,Land occupation,None,,Y6,https://www.statistiques.developpement-durable.gouv.fr/corine-land-cover-0,"['1990 – 2000', '2006', '2012', '2018']"
ARIA,France métropolitaine et DROM-COM + étranger,False,,barpi@developpement-durable.gouv.fr,email,,,Sols|Air|Water,Socio-demographic indicators,Socio-demographic indicators,Commune,False,True,True,False,False,True,True,2021-01-22T00:03:00.000Z,2021-01-22T00:03:00.000Z,,,,"Analyse, Recherche et Information sur les Accidents",,BARPI / DGPR / MTES,ARIA,,False,Accidentology,None,,Annual,https://www.data.gouv.fr/fr/datasets/analyse-recherche-et-information-sur-les-accidents/,['Non renseigné']
,France métropolitaine,False,,INPN,email,,,,NDVI,NDVI,Xy coordinates|Code INSEE,True,True,True,False,False,True,True,,,2020-01-01T00:12:00.000Z,,,Natura 2000,,MTES,DataGouv|Geoportail,,True,Natural Sites Census|biodiversity,None,,Regular,https://inpn.mnhn.fr/site/natura2000/stats,"['2007', 'en cours']"
PGS,France métropolitaine,False,,,email,,,,Bruit,Bruit,,False,False,True,False,False,True,True,2021-01-01T00:04:00.000Z,2021-01-01T00:04:00.000Z,,,,Plan de gêne sonore,,MTES,,,False,Bruit,None,,Irregular,https://www.geoportail.gouv.fr/donnees/plan-de-gene-sonore-pgs,['']
FILOCOM,France et DROM (depuis 2015),False,,SDES,email,,,,Socio-demographic indicators|indoor air pollutants,Socio-demographic indicators|indoor air pollutants,Commune|IRIS,True,True,True,False,False,True,True,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,2017-01-01T00:01:00.000Z,,,Fichier des logements à la commune,,SDES / MTES|DGFIP,,,True,Residential premises,None,,Y2,https://www.casd.eu/source/fichier-des-logements-par-communes/?tab=1,"['1995', '1997', '1999', '2001', '2003', '2005', '2007', '2009', '2010', '2011', '2013', '2015', '2017']"
,France métropolitaine,,,contact.geoservices@ign.fr,email,,,Water,,,LatitudeLongitude,False,True,True,False,False,True,True,2021-01-19T00:04:00.000Z,2021-01-19T00:04:00.000Z,2021-01-01T00:01:00.000Z,,Attribution,BD Topage,,OIEau,,Lambert93|WGS84,False,French Hydrographic Standards,None,,Annual,https://www.sandre.eaufrance.fr/atlas/srv/fre/catalog.search#/metadata/3b3d3c56-d9b6-4625-a57e-ba054e798274,['2019']
,France métropolitaine et DROM,,,sandre@sandre.eaufrance.fr,email,,,Water,Water pollutants,Water pollutants,LatitudeLongitude|1:50000,False,True,True,False,False,True,True,2021-01-19T00:04:00.000Z,2021-01-19T00:04:00.000Z,2021-01-19T00:03:00.000Z,,Attribution,Zones sensibles - France entière,,OIEau,,,False,Cartography of pollution-sensitive water masses,None,,Irregular,https://www.sandre.eaufrance.fr/atlas/srv/fre/catalog.search#/metadata/de76fc76-3285-45ff-8e46-b54cc34ee870,['2018']
,France métropolitaine,,,ZoneVuln@oieau.fr,email,,,Water,Water pollutants,Water pollutants,LatitudeLongitude|1:50001,False,True,True,False,False,True,True,2021-01-19T00:04:00.000Z,2021-01-19T00:04:00.000Z,2021-01-01T00:01:00.000Z,,Attribution,Zones vulnérables - Métropole,,OIEau,,,True,Water-polluted area mapping,None,,Irregular,https://www.sandre.eaufrance.fr/atlas/srv/fre/catalog.search#/metadata/8ddc0f01-6708-4b23-a79a-e9bac3beeee6,['2020']
,France métropolitaine,,,ZoneVuln@oieau.fr,email,,,,Water pollutants,Water pollutants,LatitudeLongitude|1:50002,False,True,True,False,False,True,True,2021-01-19T00:04:00.000Z,2021-01-19T00:04:00.000Z,2021-01-01T00:01:00.000Z,,Attribution,Zones vulnérables - Historique,,OIEau,,,True,Water-polluted area mapping,None,,Irregular,https://www.sandre.eaufrance.fr/atlas/srv/fre/catalog.search#/metadata/3cc9aee4-25ee-473e-8139-f4ddfdcff7ba,"['2007', '2013', '2015']"
SIE,,,,,email,,,,,,,False,False,False,False,False,False,False,,,,,,Système d'Information sur l'Eau,,OIEau|AFB,,,,,Non renseigné,,,,['']
RENECOF OR,France métropolitaine,False,,ONF,email,,,Sols,NDVI|pesticides|ground pollutants,NDVI|pesticides|ground pollutants,Site,False,True,True,False,False,True,True,2021-01-29T00:03:00.000Z,2021-01-29T00:03:00.000Z,2021-01-01T00:01:00.000Z,,,REseau national de suivi à long terme des ECOsystèmes FORestiers,,ONF,,,False,Forest ecosystems,None,,Irregular,http://www1.onf.fr/renecofor/sommaire/sites,"['1992', 'en cours']"
,Europe,False,,support-sales at soda-is dot com,email,,,Air,Radiation,Radiation,Xy coordinates,True,True,True,False,False,True,True,2021-01-22T00:03:00.000Z,2021-01-22T00:03:00.000Z,2017-01-01T00:07:00.000Z,,,Eurosun / HelioClim 1,,Public Health Executive Agency,,,False,Exposure of individuals and populations in Europe to UV radiation,D,,Daily,http://www.soda-pro.com/web-services/spectral/uv-from-helioclim-1,"['1985', '2005']"
Pollen,France métropolitaine,,,rnsa@rnsa.fr,email,,,Air,Air pollutants,Air pollutants,City,False,False,True,False,False,True,True,2021-01-22T00:04:00.000Z,2021-01-22T00:04:00.000Z,,,,Pollens et moisissures,,RNSA,,,False,Aerobiology|Air quality|pollen|moulds,D,,Hebdomadaire,https://www.pollens.fr/reports/database,"['1987', 'en cours']"
Gazel'Air,France métropolitaine (hors Corse),,,dse-infosan2@santepubliquefrance.fr,email,,,Air,Air pollution,Air pollution,Maille 2kmx2km,False,False,True,False,True,True,True,2021-01-22T00:03:00.000Z,2021-01-22T00:03:00.000Z,,,,Exposition à la pollution atmosphérique dans le projet Gazel'Air,,Sante publique France,,,False,Ambient air pollution,Y,,No information,,"['1989', '2008']"
,Non renseigné,,,,email,,,Air,Professional exhibition,Professional exhibition,No information,False,True,True,False,True,True,True,2021-01-22T00:04:00.000Z,2021-01-22T00:04:00.000Z,,,,Croisement INSEE/DARES (thèse Tim Vlaar),,Sante publique France,,,False,Metal exposure and professional activities,Non renseigné,,No information,,['Non renseigné']
RGA,France métropolitaine et DROM,False,,Agreste,email,,,Sols,Pesticides|NDVI,Pesticides|NDVI,Establishment|Xy coordinates|Address,False,True,True,False,False,True,True,2021-01-15T00:02:00.000Z,2021-01-15T00:02:00.000Z,2010-01-01T00:01:00.000Z,,Attribution,Recensement Général Agricole,,SSP  /  Ministère de l'Agriculture et de l’Alimentation,DataGouv,,True,Agricultural conditions,None,,Y10,https://agreste.agriculture.gouv.fr/agreste-web/,"['1970', '2010']"
,France métropolitaine et DROM,,,SSP ministère de l'Agriculture,email,,,Sols,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Department|Region,True,False,True,True,False,True,True,2021-01-13T00:04:00.000Z,2021-01-13T00:04:00.000Z,2021-01-12T00:04:00.000Z,,,Utilisation du territoire,,SSP  /  Ministère de l'Agriculture et de l’Alimentation,,,False,Agricultural conditions,None,,Annual,https://agreste.agriculture.gouv.fr/agreste-web/disaron/SAANR_1/detail/,"['2000', '2020']"
,France métropolitaine et DROM (sauf Mayotte),False,,SSP ministère de l'Agriculture,email,,,Sols,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,France whole|Metropolis|DOM,True,True,True,False,False,True,True,2021-01-13T00:04:00.000Z,2021-01-13T00:04:00.000Z,2020-01-22T00:01:00.000Z,,,"Orientation, taille, statut et mode de faire-valoir des exploitations",,SSP  /  Ministère de l'Agriculture et de l’Alimentation,,,False,Agricultural conditions,None,,Irregular,https://agreste.agriculture.gouv.fr/agreste-web/disaron/ESEA16_3/detail/,['2016']
,France métropolitaine et DROM,False,,SSP ministère de l'Agriculture,email,,,Sols,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Department|Canton,True,False,True,False,False,True,True,2021-01-12T00:04:00.000Z,2021-01-12T00:04:00.000Z,2019-01-03T00:12:00.000Z,,Attribution,Cultures par canton,,SSP  /  Ministère de l'Agriculture et de l’Alimentation,,,False,Agricultural conditions,None,,Y10,https://agreste.agriculture.gouv.fr/agreste-web/disaron/RA_3013/detail/,"['2000', '2010']"
,France métropolitaine et DROM,False,,SSP ministère de l'Agriculture,email,,,,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Department|Small agricultural areas,True,False,True,False,False,True,True,2021-01-13T00:04:00.000Z,2021-01-13T00:04:00.000Z,2019-01-12T00:07:00.000Z,,Attribution,Principales cultures par tranche de superficie et par petites régions agricoles,,SSP  /  Ministère de l'Agriculture et de l’Alimentation,,,True,Agricultural conditions,None,,Y10,https://agreste.agriculture.gouv.fr/agreste-web/disaron/RA_6013_2/detail/,"['2000', '2010']"
,France métropolitaine et DROM,False,,SSP ministère de l'Agriculture,email,,,,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Region|Department|Commune,True,False,True,False,False,True,True,2021-01-12T00:04:00.000Z,2021-01-12T00:04:00.000Z,2018-01-02T00:03:00.000Z,,Attribution,Cultures par commune,,SSP  /  Ministère de l'Agriculture et de l’Alimentation,https://www.data.gouv.fr/fr/datasets/agreste-donnees-communales-resultats-des-recensements-agricoles-par-commune/ DataGouv,,False,Agricultural conditions,None,,Y10,https://agreste.agriculture.gouv.fr/agreste-web/disaron/G_1013/detail/,"['1970', '1979', '1988', '2000', '2010']"
,France métropolitaine et DROM,False,,SSP ministère de l'Agriculture,email,,,,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,National park|Parkelle|Maille 1hax1ha,True,False,True,False,False,True,True,2021-01-12T00:04:00.000Z,2021-01-12T00:04:00.000Z,2018-01-20T00:02:00.000Z,,Attribution,Cultures par parcs nationaux et parcs régionaux,,SSP  /  Ministère de l'Agriculture et de l’Alimentation,,,False,Agricultural conditions,None,,Y10,https://agreste.agriculture.gouv.fr/agreste-web/disaron/G_7313/detail/,"['2000', '2010']"
,France métropolitaine et DROM,False,,SSP ministère de l'Agriculture,email,,,,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Region|Department,True,False,True,False,False,True,True,2021-01-12T00:04:00.000Z,2021-01-12T00:04:00.000Z,2017-01-13T00:12:00.000Z,,Attribution,Vignes,,SSP  /  Ministère de l'Agriculture et de l’Alimentation,,,False,Agricultural conditions,None,,Y10,https://agreste.agriculture.gouv.fr/agreste-web/disaron/G_0017/detail/,"['2000', '2010']"
,France métropolitaine et DROM (hors Mayotte),False,,SSP ministère de l'Agriculture,email,,,,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Region|Department|Commune|Canton,True,False,True,False,False,True,True,2021-01-13T00:04:00.000Z,2021-01-13T00:04:00.000Z,2017-01-09T00:08:00.000Z,,,Carte interactive - part de la superficie drainée dans la superficie agricole utilisée (SAU) en 2010,,SSP  /  Ministère de l'Agriculture et de l’Alimentation,,,False,Agricultural conditions,None,,Irregular,https://agreste.agriculture.gouv.fr/agreste-web/disaron/Carte-RA-saudrai10/detail/,['2010']
,France métropolitaire et DROM (hors Mayotte),,,SSP minitère de l'Agriculture,email,,,,Pesticides|biocides|NDVI,Pesticides|biocides|NDVI,Region|Department|Canton,True,True,True,False,False,True,True,2021-01-13T00:04:00.000Z,2021-01-13T00:04:00.000Z,2017-01-09T00:08:00.000Z,,,Carte interactive - production brute standard (PBS) moyenne par exploitation en 2010,,SSP  /  Ministère de l'Agriculture et de l’Alimentation,,,False,Agricultural conditions,None,,Irregular,https://agreste.agriculture.gouv.fr/agreste-web/disaron/Carte-RA-pbsmoy10/detail/,['2010']
BRAMM,France métropolitaine,False,,sleblond@mnhn.fr,email,,,,Air pollutants,Air pollutants,Site|Xy coordinates,True,True,True,False,False,True,True,2021-01-08T00:03:00.000Z,2021-01-08T00:03:00.000Z,2021-01-01T00:02:00.000Z,,,Biosurveillance des Retombées Atmosphériques Métalliques par les Mousses,,UMS 2006 Patrimoine Naturel,OpenObs|GBIF,,False,Air quality,Y5,,,https://inpn.mnhn.fr/espece/jeudonnees/2567,"['1996', '2016']"
,France métropolitaine et TOM,,,Non trouvé,email,,,,Bruit,Bruit,,False,True,True,False,False,True,True,2021-01-03T00:06:00.000Z,2021-01-04T00:08:00.000Z,,,,Cartes stratégiques de bruit - rapportage européen,,Cerema,,,False,Bruit,None,,No information,https://www.eionet.europa.eu/,['1994']
,Union Européenne,,,http://www.orhane.fr/contact.php,email,,,,Bruit,Bruit,,False,False,False,False,False,False,True,2021-01-03T00:06:00.000Z,2021-01-04T00:08:00.000Z,,,,ORANHE,,Cerema,,,False,Air quality and Bruit,Non renseigné,,No information,https://www.orhane.fr/,['2017 – 2022']
,France métropolitaine,,,Steve Darry -Cerema,email,,,,Bruit,Bruit,,False,False,False,False,False,False,True,2021-01-03T00:06:00.000Z,2021-01-04T00:08:00.000Z,,,,plaMADE,,Cerema,,,False,Road traffic,Non renseigné,,No information,Non disponible,['']
SISE-Eau,France métropolitaine et TOM,,,,email,,,,Water pollutants,Water pollutants,Commune|UDI,False,False,False,False,False,False,True,2021-01-30T00:06:00.000Z,2021-01-04T00:08:00.000Z,,,,SISE-Eau,,SISE Eau,,,False,Water Contaminants,Non renseigné,,,https://www.data.gouv.fr/fr/datasets/resultats-du-controle-sanitaire-de-leau-distribuee-commune-par-commune/#_,"['2016', '2021']"
CNEP,France métropolitaine et TOM,False,,ANSES,email,,,,Air pollutants,Air pollutants,Region|Department|Commune|Measuring site,False,True,True,False,False,True,True,2021-01-04T00:08:00.000Z,2021-01-04T00:08:00.000Z,2020-01-29T00:06:00.000Z,,,Campagne Nationale Exploratoire des Pesticides,,ANSES|INERIS|ATMO France,,,False,Pesticides in the air,Non renseigné,,No information,https://www.lcsqa.org/fr/rapport/resultats-de-la-campagne-nationale-exploratoire-de-mesure-des-residus-de-pesticides-dans,"['2018', '2019']"
,France métropolitaine,False,,Atlasanté,email,,,,Water pollutants,Water pollutants,Region|Commune,False,False,True,False,False,True,True,2021-01-05T00:08:00.000Z,2021-01-05T00:08:00.000Z,,,,Couches géographiques des secteurs,,ARS,,,False,Water quality,Non renseigné,,Annual,https://www.atlasante.fr/geonetwork/srv/fre/catalog.search#/home,"['2015', '2020']"
